Review,Rating
"not 4 star hotel tub bathroom clipping dirty, collegues did not dare step shower, bathroom floor dirty black mark white tiles, air smells old, furnishings changed completely,  ",2
"corporate feel no character plan visting boston business good bet nice location nice rooms, vacation spouse looking character not good bet, hotel rooms stark minimalist bit cold, hotel little character, prices suggest xv beacon instead,  ",2
"wont stay best continental breaksfast fruit, bathtub old needed caulking, toilet fixtures rusty, casino small, pool hot tub needed cleaning,  ",2
"just okay stay 1 night, make reservation internet price cheap good location, room bit small dimly lit old tv old ac bathroom clean sized, pay cash near bugis mrt, night food hawkers not far hotel, u pay budget hotel friendly staff,  ",2
"pre-katrina form** positives great room courteous desk staff.negatives lobby common areas filthy, people not travelers standing sitting times day, felt like hotel catering fema,  ",2
"not family stay not families kids, nice cool desk people, manager nice, spotty service, time fawned time ignored, hip trendy spot, not like start walking space topless painting not, painting does not offend 6 10 year old kids stunned,  ",3
"nothing special ok harbour view room nice hotel not exciting, breakfast expensive, pool floor not heated looked nice, room ok size, location little fairly close metro station, information concierge not reliable, probably not stay,  ",3
"good deal great location rooms comfortable clean, location excellent easy access town major busses trai n station, place great deal definitely return,  ",3
"good location stayed 2 nights, room clean comfortable nice high ceilings overall liked hotel good location staff friendly breakfast ok. problem noise residents, hallway quite noisy group school children rooms door shrieking early hours,  ",3
"good location unsure arrived building not attractive outside, room recently renovated money comfortable size nice bathroom clean, staff fine, slight limited washing machine size building, 10 minutes walk harbour near train station,  ",3
"ok hotel reserved platinum room upgraded suite 32nd floor, room big seperate living room huge closet.the view room great, clear view victoria harbor.the thing negative restaurant breakfast, food available breakfast single day service ok best,  ",3
"bed hotel located ideal place junction arab street close proximity shopping malls mrt station, room clean basic ideal hotel bed n breakfast breakfast not good, good pool, 3 rating,  ",3
"good property better visited hotel month family member, experience overall nice.rooms facilities quite nice convey good charm.service improved,  ",3
"construction going said just heads business probably o.k, just aware new tower probably 50 finished time, hotel pool noise day pretty intolerable.best luck jim,  ",3
"not expect novotel particular novotel not novotel usual standard, ethos hotel clearly needs requirements hotel meeting needs customer definitely came second.the hotel room pleasant bathroom cramped potentially hazardous,  ",3
"good hotel poor location 1-the hotel good rooms smoky2-the location far center3-the surroundings not best careful,  ",3
"not worth price stayed whirlpool suite 269 night room nice worth price, wooden beams creak room downstairs not decent night sleep people walking upstairs floor, desk staff bothered not friendly,  ",3
"good value budget travelers cheapest available located walking distance malls subway, basic amenities provided quality match price, expect, oh complimentary parking provided,  ",3
"nice generally nice staff helpful friendly parking noise problem, 56/day coupon book hotel good deal,  ",3
"not bad read negative reviews does got bit nervous stay fine exactly paid classy older styled kept 3.5 star hotel great town, no complaints no stand compliments, decent stay,  ",3
"pretty good visit arrived couple days labor day long weekend lots spare rooms, floor like penthouse.expensive though.small bathroom sink actually outside room, weird.free internet.ok service ok breakfast, average location, average cleanness,  ",3
"fine stayed 3 days october, nice hotel nothing amazing, great location like hustle bustle madrid, room bathroom clean wi-fi worked, thing make sure ask room hotel, window opened view air conditioners building interior rooms,  ",3
"1 day short stay stayed hotel convenience coach took kuala lumpur stopped right hotel lobby, location hotel near orchard road famous shopping area singapore accessible taxi not foot mrt, room condition bit old, n't complain spent night,  ",3
"hotel estherea stayed hotel february nice staff professional, thought hotel noisy, hotel especially noisy early morning guests check wheeled suitcases doors banging shut, hotel charming quaint price think little better,  ",3
"central location just standard mariott berlin great central location berlin just stone throw away potsdamer platz, lot competition near 5* hotels falls short competition standard 5* standard service,  ",3
"not impressive clean efficient stayed marriott waikiki night not greatly impressed quality room did hotel clean staff efficient, price hotel west waikiki walking road beach convenient,  ",3
"good budget traveler budget want center city diva good place stay, nothing fancy diva theme bit cheesy clean good jumping-off point exploring city,  ",3
"gone downhill bit hotel nice declined stay 2006. obvious example plastic-wrapped plastic cups bathrooms compared glasses, service good convenient location good choice downtown,  ",3
"perfectly adeqaute good hotel located just 1 block beach, nicely renovated reception area friendly staff helpful nice pool area, room wasa bit dark facing away sun, good value area,  ",3
"great hotel recently stayed hotel, position class near ramblas gothic quarter, falcilitiesare good breakfast bar, just n't room noise loud night passing people took time settle barcelona great,  ",3
"nice ramada phoenix north husband stayed hotel beginning april 2005. rooms ok little worn clean, staff friendly poolarea nice, thing big plus hotel breakfast bacon scramble eggs waffles yoghurt, nice breakfast nice big brekfast area,  ",3
"typival hyatt hotel not expect form hyatt hotel clean nice staff good pool decent not luxurious accomodation, recommend good rate,  ",3
"good used, arrived thinking oh need new hotel, room clean decorated water shower hot great location, definately hotel, t.v, important reception bad parking limited, cute little hotel friendly staff, average price cheap,  ",3
"near ueno 15 mins, walk ueno, bit pricey small little old, good location, clean, just main street, kept luggage free days stayed,  ",3
"good location noisy location perfect hotel clean staff speak good english, poor breakfast choice noisy outside insulation needs improving, times lot noise adjacent rooms,  ",3
"convenient/good price airport hotel needed overnight hotel near airport, room compact clean typical hotels price range, located 10 minutes airport shuttle comes 30 minutes, service desk indifferent bordering rude, needed acceptable,  ",3
"ok 4 star good location stayed memorial weekend 22-27th 2008, hotel good location w44th close, blocks bryant park time square theatres.hotel clean staff friendly helpful, star hotel facilities reflect not league stay new york michelangelo,  ",3
"disabled guest read reviews, mentioned elevator added fact vacuum cleaner stored elevator, think got good deal, regret did n't 2 floor rooms, loved seen hotel better days did n't happen, owner s daughters really nice, make dad proud watching,  ",3
"une trappe touristes 4* ne pas approcher des boutiques sur la plage vous ne pourrez pas ressortir sans avoir achetÄ,  ",3
"not expected heard expected lot, immediately entering smelled like bleach, approaching desk staff did not acknowledge minute, finally spoke pretended did n't know, rooms small, experience not thought,  ",3
"friendly convenient location good, single room ok clean walls need redecoration, cheap decent furniture, clean bathroom plenty towels soap shampoo shower gel.breakfast nothing special juices cafe cereal jam bread croissant,  ",3
"average good sized rooms clean bathrooms modernist design, 5min walk train station, worst aspect breakfast average italy, not bad choice florence accom quite high,  ",3
"cozy rooms spent 3 nights nadia comfortable clean, best location city walking distance attractions station,  ",3
"not bad stayed 1 night hotel reviews said noise trams outside quite bad, saying room shower/toilet clean small, bed definatley small.i looked main street tram rattaling past 5 minutes ear plugs ask room, cost 10 booked internet,  ",3
"average certainly close kingsford smith airport offering great view airport quiet rooms, service especially restaurant left lot desired,  ",3
"just ok. average hotel, room good size bit dark, kitchen area spacious not furnished, lobby area hallways bit seedy, best hotel fairly good location cafe attached lobby, great coffee good breakfast, ok money n't,  ",3
"average hotel average location stayed week beginning january, room sizes small hotel located close western police station, overall budget hotel hard beds location,  ",3
"basic accomodation not worth paid stayed visit sydney, near darling harbour not feel safe making journey harbour alone.the room looking wall, second room average, disappointed expected radisson, breakfast buffet hotel,  ",3
"great location hard beds really liked hotel silla beds, location great, close want quiet area, staff desk extremely helpful, terrace breakfast served beautiful flowers bloom, complaint beds hard, difficulty sleeping woke feeling bruised,  ",3
"minute urban chic overall disappointing claustraphobic hotel, decor urban chic aveda products nice touch does not make dark viewless rooms 2 couples booked, hauling luggage floors 14 hour flight not expected, staff friendly rooms clean fair,  ",3
"comfortable place good location hotel comfortable european standards clean, location great staff helpful, breakfast yummy coffee fantastic, thought price little high prices high firenze,  ",3
"good central hotel stayed berlin mark hotel overnight business trip, hotel central shops restaurants public transport, street hard rock cafe, rooms pretty basic clean really comfy beds, hotel good choice weekend break,  ",3
"good bad stayed business week august, rooms worn use paint new carpeting, did not problem noise airport, lobby bars hopping place town, stayed ritz june want quiet service nicer rooms recomend el san juan,  ",3
"good hotel centrally located stayed 3 nights early august, 2 rooms clean maintained staff friendly helpful, streetfront rooms little noisy closing outer shetters windows inner shutters solved problem,  ",3
"good location basic clean sure room pretty basic just 2 single beds lamp ensuite fairly modern clean room cleaned day location great just short walk central station main street, not hilton just needed short stay,  ",3
"basic ok went bunch lads celebrate 40th birthday lads stretching, hotel basic comfortable near u-bahn make easy travel, staff friendly breakfast alright, berlin great,  ",3
"pleasantly surprised having read promising reviews hotel understandably nervous stay, renovations rooms turned great no complaints rooms, bathrooms used updating, all-in-all 40 priceline room satisfactory.had dinner hotel restaurant good,  ",3
"central simple 4 nights bbvery small room no airconditionning entire hotelbreakfast goodhousekeeping/cleaning burst room brief knock, central just underground5 mins walk shoppingsome good local restaurants,  ",3
"not enought spend night business trip, 5 stars hotel building forniture 3 stars hotel service position, room nice big clean 2 floor people really rude receptionist speak loudly phone scared car exiting box believe 5 stars far away place,  ",3
"hotel nadia good value money, rooms small quite comfortable clean, breakfast included room price good, staff helpful friendly accommodating, not hesitate stay,  ",3
"alright not best hotel rating, rooms clean beds doubles not comfortable, climate time summer san francisco 20oc rooms hot no cooler hot sleep night, peppercorn resturant not great eat not pizza place road.only recommend budget,  ",3
"pretty good value family recently spent 2 nights white swan inn, staff gracious helpful rooms little dated musty, money good place stay think gone notches visit,  ",3
"modern dark really modern hotel 30 minutes walk ramblas metro street, airport bus drops corner ave roma 5 minutes walk hotel, decor dark room door fitted noise came busy road ave. urgell try room away not sleep, stayed better 4 star hotels,  ",3
"excellent location recently stayed orchard hotel 3 nights, best thing hotel location right orchard road.rooms average bathrooms bit small, nice breafast buffet morning..,  ",3
"good location good standard walls, good hotel convenient location nice staff clean adequate room, problem walls heard neighbours said unfourtunately noisy neighbours night,  ",3
"great potential just want special thanks animation team went way provide best service, great employees lot fun around.we look forward seeing visit.gerd brockelmann/ greg pape rest port hardy crew,  ",3
"lovely loud alba convenient train station sights, hotel lovely room, glass lift fun breakfast buffet plentiful, no help staff luggage night staff spoke no english worst raucous laughter shouting 2 night tavern right street, really ruined things,  ",3
"not worth price lobby grand mark rooms n't really luxurious number boutique european-style hotels union square cost,  ",3
"just ok just returned 2 nt stay rex althought staff efficient courteous rooms small somewhat noisy street noise window air-conditioners.it centrally located shopping union square lacking amenities,  ",3
"nice hotel located centre amsterdam just blocks busy dam square, stopera theatre flower market blocks, kilometre amsterdam centraal train station clean cozy friendly staff.enjoy stay,  ",3
"great 3 star location unbeatable, corporate hotel.it bit run no way considered 4 star claim, arrival room definitely not-yet-serviced asked room, no probs aside, recommend looking located 3 star,  ",3
"looks flash stayed 2 nights, outskirts florence need transport town, large impersonal flashy looking, room comfortable quite large clean, breakfast ok terrible coffee, dinner mediocre, reception staff unhelpful hotel problem,  ",3
"great location stayed property times, like hotel location, hotel walking distance pike market al shopping seattle.the hotel parking pay small fee nightly rate payed 99, rooms clean good beds, experienced problems stays,  ",3
"reviews misleading 5 star reviews got stay mid range no frills plain ol hotel, decided stay price difference fairmont york just sleep, oh worth splurge difference,  ",3
"good value great location hotel nice european hotel, rooms small limited television stations came amsterdam sights fun not sit room, staff nice breakfast good, stay,  ",3
"perfectly acceptable paid roughly 30 euros night just cheapest got required good location bed private bathroom perfectly acceptable standard cleanliness.there wasnt cares,  ",3
"basic ok, great location stag weekend 8 lads rooms basic ok. resturant good, excellent location, couple minute walk central station doorstep.good lads weekends people ok basic, pay stay,  ",3
"small clean beautiful days central location great, said french rude not true, hotel staff fantastic, rooms small spotless worked, great stay, thing feet tall beds not size,  ",3
"not good reviews best hotel location, close circular quay rocks bridge opera house, did n't staff friendly n't dressed suit, food available hotel buffett style breakfast 32.00 bad, eat, deluxe opera view room good view sydney opera house,  ",3
"lovely hotel lovely hotel, rooms fairly basic facilities pool area excellent, beach right outside hotel n't best walk 5 minutes beach fine, 10 minute walk good selection restaurants bars,  ",3
"ok ok. room clean tidy, staff friendly, good holiday not good business wireless internet expensive no iron room, close train station handy dodgy people area night,  ",3
"pretty good value amazing location, elevator unavailable entire time dec 25 29th, held 6 people quite slow, scary sign entrance building containing sorts hazardous materials cause cancer, rooms good ur vacation u n't plan spending lot time,  ",3
"stayed copley recently conference, quite average, rooms small hotel dated, food provided hotel average somewhat disappointing, pay price stay,  ",3
"outdated great price makes look, outdated stained carpets usually stay nicer places cost proximity warf free parking bit bargain, n't expect 3 class hotel 2 class best clean comfortable,  ",3
"nice hotel staff taste stayed days, convenient downtown, darkest lobbies seen, dark wood, no lighting.the rooms huge dated, small tv 40 feet bed pet peeve staff nice helpful, id stay fell short certain ways,  ",3
"hotel room small not great view, parking ramp blocks away vehicle 30 extra park ramp addition regular hotel booking, san francisco not really sure, area really nice hotel employees helpful telling town,  ",3
"bargain hotel city centre ok short stay real bargain eur 65 night, hotel aged shady bit rooms small, perfect location close centraal station nightlife,  ",3
"hotel gerstekorrel stayed hotel gerstekorrel february 2006. decent accomodations, nothing fancy nothing shabby, rooms little small small beds small bathroom, stay budget trying save money,  ",3
"pity n't air conditioning not stay single rooms numbered 214 314 414 514 614 714. days ago stayed itthe room hot impossible sleep, said did not air conditioning, single rooms luckily changed night got little sleep,  ",3
"clean no frills holiday inn express condado area san juan clean comfortable quiet hotel, continental breakfast served no restaurant, recommend hotel one-night stay not,  ",3
"decent hotel hotel great location department store/mall restaurants pharmacy nearby great meals hotel expensive, room basic clean comfortable, drawback little english channels.the staff helpful particularly concierge desk,  ",3
"not class leading hotels world nice hotel large pool decent-sized rooms not class leading hotels world, marks/stains room service staff average best food restaurants average, plus points pool spa lovely,  ",3
"reasonable finding reasonably priced accommodation ny challenging task, quite poorly located not maintained, room renovated kurt waldheim secretary general, reasonable price makes attractive, expect bed shower not,  ",3
"simple room ok location location ok. polk street n't far away loads places dinner, walked way fisherman wharf, parking space parking free pretty cool.the room bit average, bathroom nice clean room really simple, word neighbours said room,  ",3
"transport good class high excellent communications course makes prime choice conferences similar, nice class good staff, pricey food,  ",3
"cold sterile uncourteous tripa hotel voted 77th best hotel nyc, think generous, typical not charming, american corporate chain hotel, location not great rooms basic price room service slooow, else,,  ",3
"neutral not good location rooms smell bourbon street smells like drink/vomit.staff quasi rude/maid service good.this hotel good security doormen.rooms appointed.would recommend time visitor not big sleep,  ",3
"nice room expensive evrything went vacation aniversary week.this hotel nice stay inside room try used pool dirty try food restaurant did not like really expensive.almost price.but room really comfortable,  ",3
"charming stayed october really enjoyed, room extremely small clean charming, maybe room view make difference staying view brick wall, location great, beats staying someplace like hyatt,  ",3
"ok price stay pleasant reason went lack room waikiki prince, 50 plus 12 parking no charge prince places limited n't worth, does better bathroom larger beds carpet lots staff food security, market mid/low price place amenities fine,  ",3
"good value excellent value, room small appointed fridge safe shower room service till midnight cafe coffee/tea maker laundry helpful staff lots maps, location busy chinatown local markets easily accessable subway nearby, ask room facing street,  ",3
"ok close rijkmuseum ond van gogh museum+ selfservice breakfast+ clean- hard beds- average service- noise fromstreet morning,  ",3
"pay location location perfect walking distance, lot stairs bags problem no elevator available clean noisy woodden floors hear rooms street, breakfast included good, conclusion good compromise,  ",3
"overpriced got friends family discount room way overpriced, location great walking various places city room tiny, no idea hilton insists making people pay internet access especially room expensive, not particularly impressive,  ",3
"interesting hotel hotel really unique bar restaurant highly touted closed stay, best thing hotel door great beach starbucks.location okay needed cab old sj, rooms bit worn views great balcony,  ",3
"great hotel transit nice hotel, stayed late arrivals early departures did n't really use facilities, excellent location right inside terminal close terminal restaurants facilities, nice clean rooms great service,  ",4
"enjoyed m stayed weeks m hotel relocated searched apartment, room spacious comfortable furnishings large desk nice bath, restaurants varied menus attentive staff, hotel personnel helpful offered great advice transition singapore easier,  ",4
"wonderful place wonderful place stay staff friendly helpful location wonderful powell not block away, rooms clean turn service aveda toiletries wonderfull quiet quaint hotel love stay,  ",4
"great location excellent location blocks van gogh rijks museums, easily walk leidseplein short tram ride red light district, got room bathtub ground floor, room small european standards small bathroom, overall satisfactory experience,  ",4
"nice, romantic great romantic fling right oberoi hotel 200m walk beach, great private villas lap pool,  ",4
"nice clean hotel nice clean hotel ask twin room got twin room breakfast ok good location near victoria stationwill come,  ",4
"fantastic location right union square fantastic location right union square cable car route, n't stay expecting facilities gym room clean comfortable bathroom small, free internet lobby tourist booth, convenient certainly stay,  ",4
"good value stay, n't kind complaint, spotlessly clean lovely breakfast friendly service.the location central lots good restaurants walking distance, stay,  ",4
"great location great value nice clean hotel walking distance attractions sf, staff helpful directions things places avoid, free parking plus clean rooms little noisy traffic, great value stay,  ",4
"nice hotel budget nice hotel budget traveller, 4 nights wife, hotel got facilities person require limited range, morning breakfast area improvement,  ",4
"good sized room good location room bathroom big europe, staff helpful nice breakfast adequate free internet access nice treat, location good walking, walls bit did n't major issues, definately recommend especially price,  ",4
"loved place fabulous room 22nd floor, comfortable bed stayed staff completely helpful, great place stay,  ",4
"fantastical hotel, just got 4 nights hotel 41 location greatroom clean comfortable smallstaff friendlybreakfast nicewould defo stay, great hotel price,  ",4
"great hotel reading previous reviews unsure booking holiday inn, extremely glad did, booked room mardi gras turned perfect location, arrived early room cleaned problem new orleans, staff friendly helpful, accomidations point, staying frequent no,  ",4
"great place stay thought radisson prince kuhio great place stay, improvement going did not bother, staff great, helped tourism, helpful aspect, definately stay,  ",4
"location superb, rooms good size appointed staff welcoming helpful, thought excellent value money recommend family friends,  ",4
"comfortable good hotel staff welcoming friendly room warm clean quiet comfortable, good central location right pantheon, negative no tea/coffee making facilities room travel kettle recommend good place stay,  ",4
"great value candid photos previously posted fair reflection got, not resort, got clean bathrooms safe secure rooms predictable staff great/ safe location free internet no bugs pimps thugsi stay, price great,  ",4
"wonderful perfectly localed, just opened month.very helpful staff reasonable rates breakfast included.the rooms nice completely clean functional,  ",4
"love elysees regencia second visit paris times stayed regencia, rooms inviting comfortable, staff courteous helpful location absolutely perfect, definitely stay elysees regencia,  ",4
"great location enjoyed stay lenox nice clean hotel good service.we quick breakfast restaurant azure morning ok. place did not invite come dinner,  ",4
"radisson terrific value, spent week radisson extremely impressed, yes spend money room waikiki, radisson notch clean rooms friendly staff great location awesome ocean views, definitely stay,  ",4
"nice modern hotel good location stayed 10 days business, located office meeting locations, good tube access.service pretty good responsive.could bigger room service menu simple traditional favourites, food good overall.internet price high,  ",4
"accessible kowloon oasis offers value middle-range price view kimberley road 3f overpass connecting miramar tower mall,  ",4
"good hotel accident not booked driving florence, great great location, extremely friendly face stay florence, great location,  ",4
"lovely oasis calm stayed hotel le lavoisier weeks ago night way provence, lovely experience, fabienne feel welcome particularly helpful recommending restaurant dinner, room quiet overlooked street, definitely return trips,  ",4
"great vacation n't let bad stories scare great stay, worked room people nice happy, food ok not great, tbe beach beautiful lots fun things drinkd strong, chance,  ",4
"great location rooms large kept, better average, great location.. walking distance good restaurants transportation coming,  ",4
"satisfied hotel staff friendly room clean location quick walk wanted, convenient car valet parked right street, paid 109 weeknight 149 weekend night post-mardi-gras-prices reasonable,  ",4
"great staff great location, louisiana stay hotel mela great staff accommodating went way assist husband recently broke ankle use wheelchair and/or walker, location wonderful near theaters shopping resturants, recommend friends,  ",4
"classy accommodation really nice hotel fabulous location, 4 blocks opera house area easy walking distance major attractions, nice attention, comfortable beds, fabulous soaker tub, internet plug 30/day 50/week, buffet breakfast disappointing,  ",4
"hotel milano stayed hotel milano nights prior cruise great time, employees helpful pleasant, location ideal, recommend small nice hotel want stay old san juan,  ",4
"great place stay clean hotel good value money.our room small view laneway clean quiet, tv ceiling did n't bother us.the staff friendly location superb, stay ask larger room staying 1 night,  ",4
"great hotel great hotel rooms nice big plasma screen nice sights window, door people staff friendly helpful great taxi service outside hotel nice little shops restaurants not far away hotel,  ",4
"rooms clean air conditioner worked great rooms nice inside air conditioner worked great room small frig micro-wave coffe maker, definently stay,  ",4
"good business great kowloon location good business hotel rooms bit dated maintained think best managed hotels hong kong, club lounge good charge heavily privilege, area bit weak pool relaxation area, business hotel,  ",4
"friendly clean hotel stayed castle inn 2 nights sept 2005 trip, motel spacious clean secure free parking reception staff not help, located visits union square/fisherman wharf area just golden gate bridge balcony/walkway outside room, recommend,  ",4
"nice rooms good location gay visitor looking close nightlife, rooms not largest king jacuzzi suites well-appointed, good value,  ",4
"great central hotel stayed nights thought terrific hotel, right pedestrian area city especially good like shopping.all staff friendly helpful breakfast excellent good choice food, added bonus served 11.00am great sampling nitelife madrid,  ",4
"value money great stay expect basic needs order, downside fact staff said airco wouldnt switched allready pretty warm april, future stay,  ",4
"nice european hotel perfectly nice hotel traditional european standards, suite managed feel cramped, balcony doors did n't work.still place nice staff great, bar really nice location close prado, town day layover close especially museums handy,  ",4
"great stay stayed nights girlfriends weekend, slight issues beds asked singles double rollaway place wonderful, cute decor helpful desk walking distance, yummy french bistro door saju,  ",4
"great holiday hotel not understand negative comments, thought hotel great value money lovely rooms good location.the evening bar limited seats entertainment food moved evenings allow variety, great rooms friendly staff, definately recomend,  ",4
"good better relative positive reviews valid true, stayed manafacturing room, not bad, carpets bit shoddy reviews state small, great hotel good location worth cash, blooms lex round block cafe/deli/restaurant great sandwiches.enjoy,  ",4
"great location hotel ideally located waikiki, walking distance just right street waikiki beach, rooms large kept, breakfast buffet good, plenty shopping right hotel, staff friendly, good choice start trip hawaiian islands,  ",4
"gem, pleasantly surprised accomondations helpful attentive staff need, breakfast good cookies, room lovely clean comfortable, room fronting bush street bit noisy did not away enjoyment nice boutique hotel, definitely stay time,  ",4
"small nice location great easily walk centraal station 10 minutes, staff nice helpful directions different places city.the rooms really small- like staying train car, not planning spend lot time room fine, room clean quiet- stay,  ",4
"preciados rate nicely furnished hotel great location walking distance central attractions, room quiet double double-glazed clean.staff courteous helpful, minor downside complementary minibar n't overall excellent choice rated,  ",4
"no better place place awsome, location perfect staff good, busy honolulu city, want quiet islands, paid 150 gladly paid 200 view, deal online,  ",4
"superb location just come ny stayed hotel 41 small friendly hotel location just superb.staff friendly problem rooms tiny no window did n't like, day did n't riun stay,  ",4
"wonderful just returned wanted interested reviews know hotel wonderful, service exceeded expectations, pool wonferful beach great people wonderful helpful, san juan, lots, hotel staff accommodating,  ",4
"nice way close doumo clean personable service good breakfast firm beds air conditioning, really enjoyed stay, modest hotel great service,  ",4
"supereior amenities excellent service smiles difficult disappointed beautifully appointed rooms bath facilities, hotel newly refurbished feel look plus star hotel,  ",4
"pleasant experience recommend, hotel centrally located convenient metro, physical building older impeccably maintained, room spacious nice view, pleasant hotel, staff professional friendly, recommend staying,  ",4
"qbic hip design good value mony visit theatric festival parade searched cheap hotel amsterdam, qbic intersting price specially design, advertised self-service great staff helped neccesary.a pleasent stay pleasant price.harm zwolle netherlands,  ",4
"silvermine bay beautiful nice hotel nice place, ferry terminal 5 minute walk journey 45 minutes city, staff friendly room clean maintained, good standard variety breakfast, view lie overlooked building site,  ",4
"great location lovely room really liked hotel good service great room helpful staff spa great, yoga class 8 a.m great, californian, lovely bar,  ",4
"best trip stayed ikikai june 15th 25th, wonderful, true elevators slow not problem, room roomy clean.there no resturaunts open plenty nearby, recomend hotel,  ",4
"need great location close far madnessvery modern bathrooms particularly nice reasonable sized rooms free adsl non wireless internet usageservice meaning hit miss busy,  ",4
"nice expensive great location short walk main attractions shops, casa fuster beautifully decorated furnished natural tones, room quality better expect major city hotels, nearly 300 euros night bit pricey,  ",4
"posh hotel husband stayed hilton seattle september 2003 night really liked, stayed queen room bed, bed linens wall paper furniture bathroom really nice, nice view, centrally located, reserved room hotwire.com room 100,  ",4
"nice place stay good hotel subway station walking distance, people reception friendly gave good advices, breakfast simply excellent little expensive, rooms quite small clean, balcony bigger room nice view, reccomend,  ",4
"loved, stayed hotel went ef tours senior year high school, loved hotel, best stayed, service great fact walk hotel added plus places allowed free time, thought breaksfast really good ate breakfast fantastic, hope stay future,  ",4
"beautiful boutique hotel, beautiful hotel friendly helpful staff.the pictures reviews read travelling excellent reality did n't disappoint, conveniently located excellent value money, definitely return,  ",4
"perfect basic hotel florence weekend excellent location close major florence sight-seeing locations, hotel basic clean good service, not extravagant perfect just need clean bed bathroom weekend visit,  ",4
"good stayed 8 nights big hotel conveniently located near shinjuku jr station busiest station world extremely friendly helpful rooms large clean quiet, unfortunately internet access not free 15 day hotel restaurants way expensive,  ",4
"good place rooms clean nice view backyard, location good near la rambla good comunicate, little noisy day, good place wan na spend days barcelona,  ",4
"great hotel hotel surprisingly great value, triple room room actually separate sleeping room television air conditioning control, location perfect convenient, breakfast wonderful staff accomodating friendly,  ",4
"value money hotel stayed hotel 3 nights pretty decent value money great breakfast, definitely recommend friends hitch slightly away central beijing,  ",4
"nice hotel nice hotel, surprised soft beds, confortable, hotel close tram flower market nice street shopping,  ",4
"great location hotel brilliant location just 10 minutes walk station right dam square.other reviews mentioned rude staff lovely n't, certainly no rodents hotel extremley clean bedrooms basic comfortable linen/ towels clean definatly stay visit,  ",4
"great time wow, great week, friendly staff great food great beach pool, really got relax felt ready world, resort need,  ",4
"love hk good hotel stay noise x'mas time, understand people celebrate holiday better cut singing 11:00pm, location excellent room clean, kids love plasma tv disappoint n't swimming expensive, count person hk 120 not room,  ",4
"great location great location, near museum quarter convenient public transportatin city, near different ethnic restaurants.stayed junior suite, nice modern room bathroom, beautiful restaurant, good breakfast buffet cheaper options nearby.we stay,  ",4
"great time group 5 april great timethe beach great food good overall great time, downfall opinion resort big, prefer resort walk end minutes not wait trolley,  ",4
"nice spent 3 nights easter nice little hotel friendly staff, typical amsterdam house dangerous stairs amstel river, beds not perfect comfortable bathroom renovated clean, breakfast tasty, definetely recommend hotel,  ",4
"smart clean hotel bang centre paris liked smart clean hotel friendly helpful staff, modern f f nice, walking distance louvre musee d'orsay notre-dame rer train airport, dozens restaurants doorstep similar cheap-o menus,  ",4
"stay jianguo garden hotel beijing clean comfortable room, great breakfast including western chinese food, good location walking distance golden street tiannamen, nice stay,  ",4
"great location great staff stayed hotel continental end january 2004. wonderful experience, location great makes easy, staff helpful friendly, breakfast nice extra, choose hotel,  ",4
"ultra modern good experience, modern lounge bar, busy quiet location, good 4 star hotel not really worth prices 130 euros night,  ",4
"lovely surprise absolutely loved hotel, rooms clean hotel quaint, outdoor terrace areas great landscaping just loved staying, free breakfast expected staff friendly helpful, beach blocks away felt safe walking, great hotel price,  ",4
"excellent hotel location excellent hotel location 10 mins pimlico tube station, glad checked trip advisor site going london paying lots money hotel not matched luna simone time london using great hotel,  ",4
"order pot coffee great time copley little good time came charged 200 dollars just incidentals, lot hidden charges, mind 10 hours night stay, time order pot coffee read small print,  ",4
"excellent location just spent 4 nights nouvel hotel room basic clean staff friendly location excellent.. fantastic holiday triple room ample room balcony,  ",4
"great hotel friendly service spent days nyc kids looking hotel room, affinia 50 did not disappoint rooms allow ample room spread, beds great, hotel showing little bit aging quite quiet nyc, staff friendly young children, easy walk subway sites,  ",4
"great location group 8 aged 25-34 stayed nights aug.the hotel lovely clean breakfast nice loads choose, location walking distance central station bags walking distance dam square.good location staff nice lovely bar area chill mates,  ",4
"best deal hong kong 89 paid ca n't imagine better deal hong kong, room small fine couple, decor tasteful clean, convenient location, strange staff uniforms looked liked 80 wedding band,  ",4
"nice hotel, nice hotel husband stayed hotel summer/06 clean new blankets furnitures good breakfast morning iogurt fruits sort breads good shower towers near train station smn bus station san gimignano/siena.i stay, sueli,  ",4
"great hotel, nice clean hotel, booked expedia breakfast buffet included, hotel offers turndown service request, hotel provides great smell eucalyptus bath gel shampoo conditioner body lotion, balcony oversees city view, good customer service,  ",4
"good lenox booked 2 rooms big impressive small clean certainly not dog-eared.certainly good room good room.and hotel 5 mins walk bostom common, just watch taxi drivers west indian drivers not user friendly,  ",4
"good london hotel wife stayed just 1 night london bridge hotel, room king size executive excellent clean spacious appointed, service good.the small criticism breakfast room crowded tables close, overall best value hotels london,  ",4
"good bang buck citadel great value property located near dam square central station, rooms smallish typical city staff superb, stayed twice liked time,  ",4
"loved pitti central location nice helpful staff clean room.buffet nice amazing view, sold hotel location, close,  ",4
"great location fantastic location rooms clean simple not looking luxury.staff friendly helpful perfect location central easy walk sites 10 mins walk train station santa maria novella ideal base enjoyable days florence,  ",4
"good deal location inn close fishermans warf free parking, rooms average motel, clean nothing write home, overall good deal area filled overpriced hotels,  ",4
